,BillNo,Date,Time,Description,Item,Quantity,Rate,Amount
282,167382,1/1/2014,12:26:59,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
283,167383,1/1/2014,12:28:25,DAAWAT BASMA,RICE,1.0,140.0,140.0
284,167384,1/1/2014,12:31:34,EGG         ,EGG,6.0,4.5,27.0
285,167384,1/1/2014,12:31:34,CADBURY DAIRY MILK,CHOCOLATE,1.0,35.0,35.0
286,167385,1/1/2014,12:31:41,TAMRIND 200G,DETERGENT,1.0,22.0,22.0
287,167386,1/1/2014,12:31:50,WHISPER ULTRA,SANITARY PADS,1.0,80.0,80.0
288,167387,1/1/2014,12:32:22,HALDIRAM`S SOAN CAKE,SNACKS,1.0,60.0,60.0
289,167387,1/1/2014,12:32:22,HALDIRAM`S 3,SNACKS,1.0,67.0,67.0
290,167388,1/1/2014,12:33:22,CHART PAPER ,STATIONARY,1.0,5.0,5.0
291,167388,1/1/2014,12:33:22,NAILPAINT REMOVER,BODY CARE,1.0,18.0,18.0
292,167388,1/1/2014,12:33:22,VICKS INHALER 0.5ML,HEALTH CARE,1.0,30.0,30.0
293,167389,1/1/2014,12:33:41,JOHNSON BABY CREAM,BABY CARE,1.0,40.0,40.0
294,167390,1/1/2014,12:34:24,ONIONS      ,ONIONS,1.0,25.0,25.0
295,167391,1/1/2014,12:34:59,BRITANNIA MANGO CREAM,BISCUITS,1.0,10.0,10.0
296,167391,1/1/2014,12:34:59,UNCLE CHIPS ,SNACKS,1.0,10.0,10.0
297,167391,1/1/2014,12:34:59,MAAZA 200ML ,BEVERAGES,1.0,12.0,12.0
298,167391,1/1/2014,12:34:59,BRITANNIA WH,BISCUITS,1.0,26.0,26.0
299,167392,1/1/2014,12:35:13,PAV BUN 200G,BAKERY ITEMS,2.0,15.0,30.0
300,167393,1/1/2014,12:36:44,BRITANNIA BR,BISCUITS,1.0,26.0,26.0
301,167393,1/1/2014,12:36:44,GOOD DAY CHOCO-NUT,BISCUITS,1.0,35.0,35.0
302,167393,1/1/2014,12:36:44,CLOSE UP 150G M C NUTRIENT,DENTAL CARE,1.0,72.0,72.0
303,167393,1/1/2014,12:36:44,HALDIRAM`S SOAN CAKE,SNACKS,1.0,60.0,60.0
304,167393,1/1/2014,12:36:44,NIPPO GOLD AA SINGLE,BATTERIES,4.0,10.0,40.0
305,167393,1/1/2014,12:36:44,HERITAGE CUR,MILK PRODUCTS,2.0,38.0,76.0
306,167394,1/1/2014,12:37:16,MILK 500ML  ,MILK,3.0,19.0,57.0
307,167394,1/1/2014,12:37:16,BRITANNIA WH,BISCUITS,1.0,26.0,26.0
308,167394,1/1/2014,12:37:16,KINLEY SODA 1.5 LTR,BEVERAGES,2.0,18.0,36.0
309,167395,1/1/2014,12:38:06,AIRTEL CARD ,RECHARGE,222.0,1.0,222.0
310,167395,1/1/2014,12:38:06,MTR PAV BHAJI MASALA 100 G,MASALA,1.0,42.0,42.0
311,167396,1/1/2014,12:38:37,THUMSUP 2 LTR,BEVERAGES,1.0,78.0,78.0
312,167397,1/1/2014,12:38:58,EGG         ,EGG,12.0,4.5,54.0
313,167397,1/1/2014,12:38:58,KINDER JOY 2,CHOCOLATE,1.0,30.0,30.0
314,167398,1/1/2014,12:39:15,HERITAGE CUR,MILK PRODUCTS,1.0,38.0,38.0
315,167399,1/1/2014,12:39:34,HERITAGE PANEER,MILK PRODUCTS,1.0,70.0,70.0
316,167400,1/1/2014,12:40:26,COCACOLA TI,BEVERAGES,1.0,25.0,25.0
317,167400,1/1/2014,12:40:26,HERITAGE CUR,MILK PRODUCTS,1.0,38.0,38.0
318,167400,1/1/2014,12:40:26,KAJU 50GMS  ,DRY FRUITS,1.0,31.0,31.0
319,167400,1/1/2014,12:40:26,DURGA GHEE 200 ML,MILK PRODUCTS,1.0,90.0,90.0
320,167401,1/1/2014,12:41:03,CARRY BAG   ,CARRY BAG,1.0,2.0,2.0
321,167401,1/1/2014,12:41:03,ONIONS      ,ONIONS,2.0,25.0,50.0
322,167402,1/1/2014,12:41:21,PRIYA PICKLE,PICKLES,1.0,12.0,12.0
323,167403,1/1/2014,12:41:46,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
324,167403,1/1/2014,12:41:46,PRIYA PICKLE,PICKLES,1.0,12.0,12.0
325,167404,1/1/2014,12:41:59,DAAWAT BASMA,RICE,1.0,140.0,140.0
326,167405,1/1/2014,12:43:24,DAIRY MILK  SHOTS,CHOCOLATE,1.0,2.0,2.0
327,167405,1/1/2014,12:43:24,ORBIT CHEWING GUM,CHOCOLATE,1.0,5.0,5.0
328,167405,1/1/2014,12:43:24,KAMAL NAMKEEN,SNACKS,1.0,15.0,15.0
329,167405,1/1/2014,12:43:24,MILK 500ML  ,MILK,2.0,19.0,38.0
330,167406,1/1/2014,12:49:10,PIM POM LOLLIPOP,CHOCOLATE,3.0,3.0,9.0
331,167407,1/1/2014,12:49:34,MIKE BROOM  ,FLOOR CLEANER,1.0,60.0,60.0
332,167408,1/1/2014,12:50:18,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
333,167409,1/1/2014,12:55:26,AIRTEL CARD ,RECHARGE,100.0,1.0,100.0
334,167410,1/1/2014,12:56:00,UDATH ROUND ,PULSES,1.0,176.0,176.0
335,167410,1/1/2014,12:56:00,IDLI RAVA NO 1,RAVA,2.0,26.0,52.0
336,167411,1/1/2014,12:58:27,AIRTEL CARD ,RECHARGE,50.0,1.0,50.0
337,167412,1/1/2014,12:58:53,HERITAGE DOO,MILK PRODUCTS,1.0,70.0,70.0
338,167412,1/1/2014,12:58:53,JEERA 100G  ,SPICES,1.0,25.0,25.0
339,167413,1/1/2014,12:59:04,MILK 500ML  ,MILK,2.0,19.0,38.0
340,167414,1/1/2014,13:02:18,HORLICKS BISCUITS,ENERGY DRINKS,1.0,28.0,28.0
341,167415,1/1/2014,13:06:38,TATA SALT 1K,SALT,1.0,16.0,16.0
342,167416,1/1/2014,13:07:07,HALDIRAM`S 8,SNACKS,1.0,10.0,10.0
343,167417,1/1/2014,13:07:48,BINGO CHIPS ,SNACKS,1.0,10.0,10.0
344,167418,1/1/2014,13:09:56,WHEAT RAVA SMALL,RAVA,1.0,44.0,44.0
345,167418,1/1/2014,13:09:56,KAMAL RAGI POWDER,KITCHEN POWDERS,2.0,30.0,60.0
346,167419,1/1/2014,13:12:17,MAAZA 500+10,BEVERAGES,1.0,32.0,32.0
347,167420,1/1/2014,13:13:04,DANONE DAHI ,MILK PRODUCTS,1.0,48.0,48.0
348,167420,1/1/2014,13:13:04,PARLE HIDE & SEEK,BISCUITS,2.0,25.0,50.0
349,167421,1/1/2014,13:13:20,HERITAGE PANEER,MILK PRODUCTS,1.0,70.0,70.0
350,167422,1/1/2014,13:17:08,FEAST CHOCOLATE CHOCOBAR,CHOCOLATE,2.0,20.0,40.0
351,167422,1/1/2014,13:17:08,KURKURE 10/,SNACKS,3.0,10.0,30.0
352,167423,1/1/2014,13:19:38,HERITAGE CUR,MILK PRODUCTS,1.0,38.0,38.0
353,167424,1/1/2014,13:21:09,BRITANNIA GOOD DAY BUTTER,MILK PRODUCTS,1.0,10.0,10.0
354,167424,1/1/2014,13:21:09,BRITANNIA BOURBON,BISCUITS,1.0,25.0,25.0
355,167424,1/1/2014,13:21:09,HALDIRAM`S 8,SNACKS,1.0,10.0,10.0
356,167424,1/1/2014,13:21:09,HERITAGE CUR,MILK PRODUCTS,2.0,19.0,38.0
357,167424,1/1/2014,13:21:09,THUMSUP 500M,BEVERAGES,1.0,35.0,35.0
358,167424,1/1/2014,13:21:09,999 COLORS  ,PLASTIC,1.0,6.0,6.0
359,167424,1/1/2014,13:21:09,COMFORT FABRIC CON,BATTER,1.0,163.0,163.0
360,167425,1/1/2014,13:21:44,HALDIRAM`S 8,SNACKS,1.0,10.0,10.0
361,167426,1/1/2014,13:22:48,BADAM FLAVOURED MILK,MILK,2.0,25.0,50.0
362,167426,1/1/2014,13:22:48,MAAZA 1LTR +200ML,BEVERAGES,1.0,62.0,62.0
363,167426,1/1/2014,13:22:48,CADBURY 5 STAR,CHOCOLATE,2.0,20.0,40.0
364,167426,1/1/2014,13:22:48,BRITANNIA MILK ALMOND,BISCUITS,1.0,10.0,10.0
365,167427,1/1/2014,13:23:03,HERITAGE CUR,MILK PRODUCTS,1.0,38.0,38.0
366,167428,1/1/2014,13:24:34,EGG         ,EGG,7.0,4.5,31.5
367,167428,1/1/2014,13:24:34,HERITAGE CUR,MILK PRODUCTS,1.0,38.0,38.0
368,167428,1/1/2014,13:24:34,FABERCASTEL,STATIONARY,2.0,12.0,24.0
369,167428,1/1/2014,13:24:34,BRITANNIA WH,BISCUITS,1.0,26.0,26.0
370,167429,1/1/2014,13:25:28,CADBURY ECLAIRS,CHOCOLATE,11.0,1.0,11.0
371,167429,1/1/2014,13:25:28,MILK 500ML  ,MILK,1.0,19.0,19.0
372,167429,1/1/2014,13:25:28,SUNFEAST MARIE LIGHT,CHOCOLATE,1.0,10.0,10.0
373,167430,1/1/2014,13:26:02,BALL PEN    ,STATIONARY,1.0,5.0,5.0
374,167430,1/1/2014,13:26:02,MILK 500ML  ,MILK,1.0,19.0,19.0
375,167430,1/1/2014,13:26:02,PARLE G 250G,BISCUITS,1.0,10.0,10.0
376,167431,1/1/2014,13:26:37,MAGGI NOODLE CHILLY CHOW,NOODLES,1.0,20.0,20.0
377,167431,1/1/2014,13:26:37,MAGGI CHICKEN,NOODLES,1.0,29.0,29.0
378,167432,1/1/2014,13:27:13,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
379,167432,1/1/2014,13:27:13,MILK 500ML  ,MILK,1.0,19.0,19.0
380,167433,1/1/2014,13:27:34,CORNETTO CHOC DISC,ICE CREAM,4.0,40.0,160.0
381,167434,1/1/2014,13:27:58,FREEDOM SUNF,COOKING OIL,1.0,100.0,100.0
382,167435,1/1/2014,13:28:40,HERITAGE CUR,MILK PRODUCTS,1.0,38.0,38.0
383,167435,1/1/2014,13:28:40,HERITAGE PANEER,MILK PRODUCTS,1.0,70.0,70.0
384,167436,1/1/2014,13:28:58,TATA SALT 1K,SALT,1.0,16.0,16.0
385,167436,1/1/2014,13:28:58,KARACHI BISC,BISCUITS,1.0,120.0,120.0
386,167437,1/1/2014,13:32:07,CARRY BAG   ,CARRY BAG,1.0,2.0,2.0
387,167437,1/1/2014,13:32:07,KAMAL BISCUIT,BISCUITS,1.0,20.0,20.0
388,167437,1/1/2014,13:32:07,SUNFEAST SPECIAL,CHOCOLATE,1.0,10.0,10.0
389,167437,1/1/2014,13:32:07,GOOD DAY CASHEW,BISCUITS,1.0,15.0,15.0
390,167437,1/1/2014,13:32:07,SUNFEAST SPECIAL,CHOCOLATE,1.0,10.0,10.0
391,167437,1/1/2014,13:32:07,HALDIRAM`S SOAN CAKE,SNACKS,1.0,32.0,32.0
392,167437,1/1/2014,13:32:07,ORANGE KHAT MIT,SNACKS,2.0,10.0,20.0
393,167437,1/1/2014,13:32:07,BRU INSTANT COFFEE,COFFEE,1.0,80.0,80.0
394,167438,1/1/2014,13:32:33,PAV BUN 200G,BAKERY ITEMS,1.0,15.0,15.0
395,167439,1/1/2014,13:33:57,BRITANNIA BUT & HON CREAM,BISCUITS,1.0,13.0,13.0
396,167440,1/1/2014,13:34:46,THUMS UP TIN,BEVERAGES,1.0,25.0,25.0
397,167440,1/1/2014,13:34:46,DIET COKE TIN,BEVERAGES,1.0,25.0,25.0
398,167441,1/1/2014,13:37:12,NESTLE CHOTU MUNCH,CHOCOLATE,1.0,2.0,2.0
399,167441,1/1/2014,13:37:12,MILK 500ML  ,MILK,2.0,19.0,38.0
400,167442,1/1/2014,13:40:29,ONIONS      ,ONIONS,1.0,25.0,25.0
401,167443,1/1/2014,13:41:44,CADBURY CELEBRATIONS,CHOCOLATE,1.0,50.0,50.0
402,167444,1/1/2014,13:49:27,MILK 500ML  ,MILK,1.0,19.0,19.0
403,167444,1/1/2014,13:49:27,ELITE MILK R,BAKERY ITEMS,1.0,25.0,25.0
404,167444,1/1/2014,13:49:27,CHINESE NOODLES,NOODLES,2.0,55.0,110.0
405,167444,1/1/2014,13:49:27,PRIYA GULAB JAMUN MIX,INSTANT MIXES,1.0,70.0,70.0
406,167444,1/1/2014,13:49:27,SUGAR 500GM ,SUGAR,1.0,19.0,19.0
407,167445,1/1/2014,13:51:26,CARRY BAG   ,CARRY BAG,1.0,2.0,2.0
408,167445,1/1/2014,13:51:26,HERITAGE CUR,MILK PRODUCTS,2.0,38.0,76.0
409,167446,1/1/2014,13:52:27,HERITAGE CUR,MILK PRODUCTS,2.0,38.0,76.0
410,167447,1/1/2014,13:53:10,VIM BAR 200G,DISH CLEANER,2.0,10.0,20.0
411,167448,1/1/2014,13:54:09,HERITAGE CUR,MILK PRODUCTS,1.0,38.0,38.0
412,167448,1/1/2014,13:54:09,MILK 500ML  ,MILK,3.0,19.0,57.0
413,167448,1/1/2014,13:54:09,DAAWAT BASMA,RICE,1.0,150.0,150.0
414,167448,1/1/2014,13:54:09,DABUR COCONUT MILK 200 ML,COCONUT,1.0,48.0,48.0
415,167449,1/1/2014,14:00:41,KURNOOL RICE,RICE,1.0,92.0,92.0
416,167449,1/1/2014,14:00:41,CHANA POWDER,PULSES,1.0,36.0,36.0
417,167449,1/1/2014,14:00:41,KIS MIS 50GM,DRY FRUITS,1.0,14.0,14.0
418,167449,1/1/2014,14:00:41,KAJU 50GMS  ,DRY FRUITS,1.0,31.0,31.0
419,167449,1/1/2014,14:00:41,SPRITE 500ML,BEVERAGES,1.0,35.0,35.0
420,167449,1/1/2014,14:00:41,HUGGIES PANTS 20`S LARGE,DIAPERS,1.0,264.0,264.0
421,167450,1/1/2014,14:01:20,EGG         ,EGG,12.0,4.5,54.0
422,167450,1/1/2014,14:01:20,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
423,167451,1/1/2014,14:02:08,MILK 500ML  ,MILK,1.0,19.0,19.0
424,167452,1/1/2014,14:03:11,KAMAL NAMKEEN,SNACKS,1.0,17.0,17.0
425,167452,1/1/2014,14:03:11,AMUL BUTTER 12P SMALL,MILK PRODUCTS,2.0,34.0,68.0
426,167453,1/1/2014,14:05:57,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
427,167454,1/1/2014,14:09:38,MAAZA 1LTR +200ML,BEVERAGES,1.0,62.0,62.0
428,167454,1/1/2014,14:09:38,KISSAN TOMATO KETCHUP ,SAUCE,1.0,76.0,76.0
429,167455,1/1/2014,14:13:50,MILK 500ML  ,MILK,1.0,19.0,19.0
430,167456,1/1/2014,14:22:06,NESTLE BAR ONE,CHOCOLATE,1.0,10.0,10.0
431,167457,1/1/2014,14:24:02,SENSODYNE 80,DENTAL CARE,1.0,90.0,90.0
432,167457,1/1/2014,14:24:02,MILK 500ML  ,MILK,1.0,19.0,19.0
433,167457,1/1/2014,14:24:02,SPRITE 1.2 LTR,BEVERAGES,1.0,50.0,50.0
434,167457,1/1/2014,14:24:02,MTR GULAB JAMUN,INSTANT MIXES,1.0,25.0,25.0
435,167457,1/1/2014,14:24:02,KNORR SOUP POW,NOODLES,1.0,40.0,40.0
436,167457,1/1/2014,14:24:02,MTR PAYASAM/KHEER MIX,INSTANT MIXES,2.0,46.0,92.0
437,167458,1/1/2014,14:26:35,CADBURY PERK POPPERS,CHOCOLATE,1.0,5.0,5.0
438,167458,1/1/2014,14:26:35,CADBURY 5 STAR,CHOCOLATE,1.0,10.0,10.0
439,167458,1/1/2014,14:26:35,CADBURY DAIRY MILK,CHOCOLATE,1.0,10.0,10.0
440,167458,1/1/2014,14:26:35,PARLE HIDE & SEEK,BISCUITS,1.0,25.0,25.0
441,167459,1/1/2014,14:28:09,PARTY PACK 7,PARTY NEEDS,1.0,160.0,160.0
442,167459,1/1/2014,14:28:09,HALDIRAM`S SOAN CAKE,SNACKS,1.0,60.0,60.0
443,167459,1/1/2014,14:28:09,GENERAL     ,GENERAL,2.0,18.0,36.0
444,167459,1/1/2014,14:28:09,LIFEBUOY CLI,BODY SOAP,1.0,45.0,45.0
445,167460,1/1/2014,14:29:38,MILK 500ML  ,MILK,1.0,19.0,19.0
446,167461,1/1/2014,14:30:01,BALL PEN    ,STATIONARY,1.0,10.0,10.0
447,167462,1/1/2014,14:39:21,CRYSTAL COMBS,COMB,1.0,35.0,35.0
448,167462,1/1/2014,14:39:21,LILY HANDLE COMB,COMB,1.0,15.0,15.0
449,167463,1/1/2014,14:39:40,I D KERALA P,BATTER,2.0,45.0,90.0
450,167464,1/1/2014,14:40:08,BINGO CHIPS ,SNACKS,1.0,10.0,10.0
451,167465,1/1/2014,15:04:21,CADBURY 5 STAR,CHOCOLATE,1.0,5.0,5.0
452,167465,1/1/2014,15:04:21,MAGGI MASALA,NOODLES,1.0,15.0,15.0
453,167465,1/1/2014,15:04:21,KARACHI BISC,BISCUITS,1.0,130.0,130.0
454,167466,1/1/2014,15:09:50,EGG         ,EGG,5.0,4.5,22.5
455,167466,1/1/2014,15:09:50,ELITE DREAMS,BAKERY ITEMS,1.0,45.0,45.0
456,167466,1/1/2014,15:09:50,BRITANNIA WH,BISCUITS,1.0,26.0,26.0
457,167466,1/1/2014,15:09:50,HERITAGE PANEER,MILK PRODUCTS,1.0,70.0,70.0
458,167466,1/1/2014,15:09:50,AASHIRVAAD CHILLI POWDER,KITCHEN POWDERS,1.0,17.0,17.0
459,167466,1/1/2014,15:09:50,AASHIRVAAD CHILLI POWDER,KITCHEN POWDERS,1.0,21.0,21.0
460,167466,1/1/2014,15:09:50,APPY 200ML  ,BEVERAGES,1.0,12.0,12.0
461,167466,1/1/2014,15:09:50,EVEREST CHICKEN MASALA,MASALA,1.0,31.0,31.0
462,167466,1/1/2014,15:09:50,ELITE CAKE 1,BAKERY ITEMS,1.0,30.0,30.0
463,167466,1/1/2014,15:09:50,MAIDA 500GM ,MAIDA,1.0,19.0,19.0
464,167466,1/1/2014,15:09:50,MILK 500ML  ,MILK,3.0,19.0,57.0
465,167467,1/1/2014,15:10:18,MILK 500ML  ,MILK,2.0,24.0,48.0
466,167467,1/1/2014,15:10:18,MILK 500ML  ,MILK,2.0,19.0,38.0
467,167468,1/1/2014,15:11:51,CAMEL OIL PA,STATIONARY,1.0,30.0,30.0
468,167469,1/1/2014,15:17:08,CADBURY ECLAIRS,CHOCOLATE,1.0,1.0,1.0
469,167470,1/1/2014,15:18:08,MILK 500ML  ,MILK,1.0,19.0,19.0
470,167470,1/1/2014,15:18:08,MAGGI MASALA,NOODLES,1.0,20.0,20.0
471,167470,1/1/2014,15:18:08,RIN ADVANCED,DETERGENT,1.0,44.0,44.0
472,167470,1/1/2014,15:18:08,BRU GREEN LABEL COFFEE,COFFEE,1.0,58.0,58.0
473,167471,1/1/2014,15:18:29,MILK 500ML  ,MILK,2.0,19.0,38.0
474,167472,1/1/2014,15:22:07,FEVI KWIK   ,STATIONARY,2.0,5.0,10.0
475,167473,1/1/2014,15:25:31,PARTY PACK 7,PARTY NEEDS,1.0,210.0,210.0
476,167474,1/1/2014,15:26:04,THUMSUP 2 LTR,BEVERAGES,1.0,78.0,78.0
477,167475,1/1/2014,15:27:22,FEAST CHOCOLATE CHOCOBAR,CHOCOLATE,1.0,20.0,20.0
478,167475,1/1/2014,15:27:22,AMUL CHEES 5 SLICES,MILK PRODUCTS,1.0,59.0,59.0
479,167475,1/1/2014,15:27:22,PAV BUN 200G,BAKERY ITEMS,3.0,15.0,45.0
480,167476,1/1/2014,15:29:45,DANONE DAHI ,MILK PRODUCTS,2.0,48.0,96.0
481,167476,1/1/2014,15:29:45,KINLEY SODA 1.5 LTR,BEVERAGES,2.0,18.0,36.0
482,167476,1/1/2014,15:29:45,SPRITE 500ML,BEVERAGES,1.0,35.0,35.0
483,167477,1/1/2014,15:30:09,LEHAR 30/  ,SNACKS,1.0,30.0,30.0
484,167477,1/1/2014,15:30:09,GOOD DAY CHOCO-NUT,BISCUITS,1.0,35.0,35.0
485,167477,1/1/2014,15:30:09,HALDIRAM`S RAJBHOG,SNACKS,1.0,85.0,85.0
486,167478,1/1/2014,15:34:39,CADBURY GEMS,CHOCOLATE,1.0,20.0,20.0
487,167479,1/1/2014,15:36:02,GOOD DAY CASHEW,BISCUITS,1.0,15.0,15.0
488,167479,1/1/2014,15:36:02,BRITANNIA MANGO CREAM,BISCUITS,1.0,20.0,20.0
489,167480,1/1/2014,15:40:53,CARRY BAG   ,CARRY BAG,1.0,3.0,3.0
490,167480,1/1/2014,15:40:53,TONGUE CLEANER COPER,DENTAL CARE,1.0,4.0,4.0
491,167480,1/1/2014,15:40:53,HALDIRAM`S SOAN CAKE,SNACKS,2.0,32.0,64.0
492,167480,1/1/2014,15:40:53,CADBURY DAIRY MILK,CHOCOLATE,1.0,10.0,10.0
493,167480,1/1/2014,15:40:53,CADBURY 5 STAR,CHOCOLATE,5.0,5.0,25.0
494,167480,1/1/2014,15:40:53,PRIYA PICKLE,PICKLES,3.0,12.0,36.0
495,167480,1/1/2014,15:40:53,KAMAL NAMKEEN,SNACKS,1.0,15.0,15.0
496,167480,1/1/2014,15:40:53,PRIYA PAPAD ,PAPAD,1.0,21.0,21.0
497,167480,1/1/2014,15:40:53,I D DIAMIND ,BATTER,1.0,30.0,30.0
498,167480,1/1/2014,15:40:53,CHANA DALL 2,PULSES,1.0,13.0,13.0
499,167480,1/1/2014,15:40:53,UDATH DALL 2,PULSES,1.0,18.0,18.0
500,167480,1/1/2014,15:40:53,KAMAL RICE RAVA,RAVA,1.0,27.0,27.0
501,167481,1/1/2014,15:42:35,CARRY BAG   ,CARRY BAG,1.0,2.0,2.0
502,167481,1/1/2014,15:42:35,MINUTE MAID PULPY ORANGE,BEVERAGES,1.0,25.0,25.0
503,167481,1/1/2014,15:42:35,CABDURY TEMPTATIONS,CHOCOLATE,1.0,65.0,65.0
504,167481,1/1/2014,15:42:35,MILK 500ML  ,MILK,2.0,19.0,38.0
505,167482,1/1/2014,15:45:33,PIM POM LOLLIPOP,CHOCOLATE,11.0,3.0,33.0
506,167482,1/1/2014,15:45:33,PARTY PACK 7,PARTY NEEDS,1.0,245.0,245.0
507,167482,1/1/2014,15:45:33,FANTA 400ML ,BEVERAGES,1.0,22.0,22.0
508,167482,1/1/2014,15:45:33,KAMAL CAKE 1,BAKERY ITEMS,1.0,24.0,24.0
509,167482,1/1/2014,15:45:33,CORNETTO BUTTERSCOTCH,MILK PRODUCTS,2.0,30.0,60.0
510,167482,1/1/2014,15:45:33,RATNA CHIKKY,SNACKS,1.0,15.0,15.0
511,167482,1/1/2014,15:45:33,BRITANNIA BUT & HON CREAM,BISCUITS,1.0,13.0,13.0
512,167482,1/1/2014,15:45:33,B`LUE WATER ,BEVERAGES,1.0,30.0,30.0
513,167482,1/1/2014,15:45:33,REAL JUICE 1,BEVERAGES,1.0,90.0,90.0
514,167482,1/1/2014,15:45:33,CADBURY 5 STAR,CHOCOLATE,6.0,5.0,30.0
515,167482,1/1/2014,15:45:33,OREO BISKUIT,BISCUITS,1.0,30.0,30.0
516,167482,1/1/2014,15:45:33,OREO BISKUIT,BISCUITS,1.0,27.0,27.0
517,167482,1/1/2014,15:45:33,KELLOGG`S CHOCOS,CEREAL,1.0,141.0,141.0
518,167483,1/1/2014,15:46:32,NOTE  BOOK  ,STATIONARY,6.0,1.0,6.0
519,167483,1/1/2014,15:46:32,SNICKERS SINGLE,CHOCOLATE,1.0,15.0,15.0
520,167483,1/1/2014,15:46:32,NESTLE 20 /,CHOCOLATE,1.0,20.0,20.0
521,167483,1/1/2014,15:46:32,MINUTE MAID PULPY ORANGE,BEVERAGES,1.0,55.0,55.0
522,167484,1/1/2014,15:46:54,250 ML PLASTIC GLASS,PLASTIC,4.0,1.5,6.0
523,167485,1/1/2014,15:49:51,MILK 500ML  ,MILK,1.0,19.0,19.0
524,167486,1/1/2014,15:51:30,BALL PEN    ,STATIONARY,1.0,10.0,10.0
525,167486,1/1/2014,15:51:30,MILK 500ML  ,MILK,1.0,19.0,19.0
526,167487,1/1/2014,16:04:18,MILK 500ML  ,MILK,1.0,19.0,19.0
527,167488,1/1/2014,16:04:25,MILK 500ML  ,MILK,1.0,19.0,19.0
528,167489,1/1/2014,16:07:11,KAMAL CAKE 1,BAKERY ITEMS,2.0,24.0,48.0
529,167489,1/1/2014,16:07:11,CADBURY DAIRY MILK,CHOCOLATE,2.0,22.0,44.0
530,167489,1/1/2014,16:07:11,NESTLE KITKAT,CHOCOLATE,3.0,20.0,60.0
531,167489,1/1/2014,16:07:11,CADBURY 5 STAR,CHOCOLATE,3.0,10.0,30.0
532,167490,1/1/2014,16:13:35,KURNOOL RICE,RICE,1.0,92.0,92.0
533,167490,1/1/2014,16:13:35,PIM POM LOLLIPOP,CHOCOLATE,1.0,3.0,3.0
534,167490,1/1/2014,16:13:35,MILK 500ML  ,MILK,1.0,19.0,19.0
535,167491,1/1/2014,16:15:09,ELACHI GREEN,SPICES,1.0,34.0,34.0
536,167492,1/1/2014,16:17:01,MILK 500ML  ,MILK,3.0,19.0,57.0
537,167492,1/1/2014,16:17:01,HERITAGE PANEER,MILK PRODUCTS,1.0,70.0,70.0
538,167493,1/1/2014,16:19:00,KAMAL NAMKEEN,SNACKS,1.0,15.0,15.0
539,167494,1/1/2014,16:23:18,CABDURY TEMPTATIONS,CHOCOLATE,1.0,65.0,65.0
540,167495,1/1/2014,16:27:16,PIM POM LOLLIPOP,CHOCOLATE,2.0,3.0,6.0
541,167495,1/1/2014,16:27:16,EGG         ,EGG,6.0,4.5,27.0
542,167495,1/1/2014,16:27:16,MAIDA 200GM ,MAIDA,1.0,10.0,10.0
543,167495,1/1/2014,16:27:16,GLUCOND LEM,ENERGY DRINKS,1.0,26.0,26.0
544,167495,1/1/2014,16:27:16,K SANAGALU 2,PULSES,1.0,20.0,20.0
545,167496,1/1/2014,16:29:40,ENO 5G      ,SPICES,1.0,6.0,6.0
546,167496,1/1/2014,16:29:40,CARRY BAG   ,CARRY BAG,1.0,3.0,3.0
547,167496,1/1/2014,16:29:40,ACT II POPCORN,POPCORN,2.0,25.0,50.0
548,167496,1/1/2014,16:29:40,DARKFANTASY ,BISCUITS,1.0,60.0,60.0
549,167496,1/1/2014,16:29:40,ELITE CAKE 1,BAKERY ITEMS,1.0,30.0,30.0
550,167496,1/1/2014,16:29:40,KURKURE 20/,SNACKS,1.0,20.0,20.0
551,167496,1/1/2014,16:29:40,HALDIRAM`S 3,SNACKS,1.0,67.0,67.0
552,167496,1/1/2014,16:29:40,PIM POM LOLLIPOP,CHOCOLATE,2.0,3.0,6.0
553,167496,1/1/2014,16:29:40,PARTY PACK 7,PARTY NEEDS,1.0,210.0,210.0
554,167497,1/1/2014,16:32:12,ELITE DREAMS,BAKERY ITEMS,1.0,45.0,45.0
555,167497,1/1/2014,16:32:12,COLGATE VISI,DENTAL CARE,2.0,79.0,158.0
556,167497,1/1/2014,16:32:12,FAIR & LOVELY ,BODY CARE,2.0,125.0,250.0
557,167497,1/1/2014,16:32:12,NIVEA BODY LOTION,BODY CARE,1.0,84.0,84.0
558,167497,1/1/2014,16:32:12,BRITANNIA BUT & HON CREAM,BISCUITS,1.0,13.0,13.0
559,167497,1/1/2014,16:32:12,LAKME MOISTURISER ,BODY CARE,1.0,230.0,230.0
560,167497,1/1/2014,16:32:12,ELITE CAKE 1,BAKERY ITEMS,2.0,30.0,60.0
561,167497,1/1/2014,16:32:12,LAKME MOISTURISER ,BODY CARE,1.0,95.0,95.0
562,167498,1/1/2014,16:35:30,CADBURY ECLAIRS,CHOCOLATE,5.0,1.0,5.0
563,167498,1/1/2014,16:35:30,JOHNSON BAND-AID,HEALTH CARE,1.0,2.5,2.5
