BillNo,Date,Time,Description,Quantity,Rate,Amount
203437,1/6/2014,12:55:34,GLUCOVITA 28,2,15,30
203438,1/6/2014,12:57:02,NESTLE MILKY,1,5,5
203438,1/6/2014,12:57:02,KUS KUS 50GM,1,35,35
203439,1/6/2014,12:59:27,KAMAL BUTTER,1,20,20
203439,1/6/2014,12:59:27,KAMAL NAMKEE,1,17,17
203439,1/6/2014,12:59:27,MAAZA 200ML ,1,12,12
203439,1/6/2014,12:59:27,TROPICANA JU,2,20,40
203439,1/6/2014,12:59:27,LAYS 20/   ,1,20,20
203439,1/6/2014,12:59:27,PRIYA RICE R,1,86,86
203439,1/6/2014,12:59:27,LAYS 10/   ,1,10,10
203440,1/6/2014,13:00:28,PRIYA GINGER,1,18,18
203440,1/6/2014,13:00:28,KAMAL NAMKEE,1,15,15
203441,1/6/2014,13:00:59,CADBURY DAIR,2,60,120
203442,1/6/2014,13:01:09,EXCELL RC 1,220,1,220
203443,1/6/2014,13:02:10,LAYS 10/   ,2,10,20
203443,1/6/2014,13:02:10,GATORADE 500,12,40,480
203444,1/6/2014,13:24:38,MILK 500ML  ,5,22,110
203444,1/6/2014,13:24:38,BRITANNIA BR,1,26,26
203445,1/6/2014,13:29:10,THUMS UP 1.5,1,52,52
203446,1/6/2014,13:29:57,HERITAGE CUR,1,40,40
203447,1/6/2014,13:30:06,KAMAL BISCUI,1,10,10
203447,1/6/2014,13:30:06,ANOOS HENNA ,1,60,60
203448,1/6/2014,13:30:32,LAYS 30/   ,1,30,30
203448,1/6/2014,13:30:32,LAYS 10/   ,2,10,20
203449,1/6/2014,13:33:32,250 ML PLAST,25,1.5,37.5
203450,1/6/2014,14:03:51,INDICA HAIR ,2,15,30
203450,1/6/2014,14:03:51,NESTLE TONED,4,69,276
203450,1/6/2014,14:03:51,HERITAGE CUR,1,40,40
203450,1/6/2014,14:03:51,MILK 500ML  ,2,22,44
203450,1/6/2014,14:03:51,VIM BAR 265G,1,43,43
203451,1/6/2014,14:07:04,BUTTERSCOTCH,3,25,75
203451,1/6/2014,14:07:04,FEAST FRUTTA,2,20,40
203451,1/6/2014,14:07:04,MAGNUM ICE C,2,85,170
203452,1/6/2014,14:08:04,FEVI KWIK   ,5,5,25
203452,1/6/2014,14:08:04,FEVICOL     ,1,32,32
203452,1/6/2014,14:08:04,KINLEY WATER,1,30,30
203453,1/6/2014,14:09:29,HERITAGE CUR,1,40,40
203454,1/6/2014,14:10:29,THUMS UP 1.5,1,52,52
203455,1/6/2014,14:13:52,EVEREST SAMB,1,47,47
203455,1/6/2014,14:13:52,BRITANNIA BR,1,26,26
203455,1/6/2014,14:13:52,EGG         ,31,4,124
203456,1/6/2014,14:14:35,STAYFREE ULT,1,70,70
203457,1/6/2014,14:15:07,DETTOL LIQUI,1,67,67
203458,1/6/2014,14:16:36,CARRY BAG   ,1,4,4
203458,1/6/2014,14:16:36,HERITAGE CUR,1,20,20
203458,1/6/2014,14:16:36,PARK AVENUE ,1,160,160
203458,1/6/2014,14:16:36,SPRITE 750ML,1,35,35
203458,1/6/2014,14:16:36,SURF EXCEL A,1,224,224
203458,1/6/2014,14:16:36,COTTON EAR B,1,21,21
203458,1/6/2014,14:16:36,PEARS 75G   ,4,32,128
203458,1/6/2014,14:16:36,DABUR FACE F,1,75,75
203458,1/6/2014,14:16:36,ODONIL AIR F,4,44,176
203458,1/6/2014,14:16:36,LAYS 10/   ,2,10,20
203458,1/6/2014,14:16:36,PREMIER FACE,1,65,65
203459,1/6/2014,14:18:05,TROPICANA JU,6,20,120
203460,1/6/2014,14:20:18,CARRY BAG   ,1,3,3
203460,1/6/2014,14:20:18,CYCLE THREE ,1,49,49
203460,1/6/2014,14:20:18,AMBICA BABAH,1,44,44
203460,1/6/2014,14:20:18,SUGAR FREE S,1,72,72
203460,1/6/2014,14:20:18,BRITANNIA MA,2,10,20
203460,1/6/2014,14:20:18,TETLEY TEA 1,1,60,60
